"subject" "activity"
"8235" 0.29761566 NA
"8236" 0.29762225 NA
"8237" 0.29763612 NA
"8238" 0.29763656 NA
"8239" 0.29763691 NA
"8240" 0.29764598 NA
"8241" 0.29766092 NA
"8242" 0.29768184 NA
"8243" 0.29771925 "WALKING_UPSTAIRS"
"8244" 0.29773447 NA
"8245" 0.29773691 NA
"8246" 0.29781896 NA
"8247" 0.29782525 NA
"8248" 0.29782733 "WALKING_DOWNSTAIRS"
"8249" 0.29783418 NA
"8250" 0.29784314 NA
"8251" 0.29792847 NA
"8252" 0.29793157 NA
"8253" 0.29793953 NA
"8254" 0.29794572 "WALKING"
"8255" 0.29796612 NA
"8256" 0.29802217 NA
"8257" 0.29803142 NA
"8258" 0.29804513 NA
"8259" 0.29805475 "WALKING_DOWNSTAIRS"
"8260" 0.29807391 "SITTING"
"8261" 0.29807607 NA
"8262" 0.2980772 NA
"8263" 0.29809915 "LAYING"
"8264" 0.29811757 "WALKING"
"8265" 0.29812846 "WALKING_DOWNSTAIRS"
"8266" 0.2981432 NA
"8267" 0.29816117 NA
"8268" 0.29816433 NA
"8269" 0.29819093 "WALKING_UPSTAIRS"
"8270" 0.29820707 NA
"8271" 0.2982111 NA
"8272" 0.29821999 "SITTING"
"8273" 0.29825973 NA
"8274" 0.2982615 NA
"8275" 0.29826705 NA
"8276" 0.29828248 "LAYING"
"8277" 0.29828513 NA
"8278" 0.29831802 NA
"8279" 0.29833962 "LAYING"
"8280" 0.29836684 NA
"8281" 0.29847347 NA
"8282" 0.29851656 NA
"8283" 0.29852599 NA
"8284" 0.29854086 NA
"8285" 0.29854837 "WALKING_DOWNSTAIRS"
"8286" 0.29855414 "WALKING"
"8287" 0.29857047 "STANDING"
"8288" 0.29857948 NA
"8289" 0.29859784 NA
"8290" 0.29861009 NA
"8291" 0.29865265 NA
"8292" 0.29867251 NA
"8293" 0.2987153 NA
"8294" 0.29872822 NA
"8295" 0.29872992 NA
"8296" 0.2987442 NA
"8297" 0.29897086 NA
"8298" 0.29904258 NA
"8299" 0.29907997 NA
"8300" 0.29914072 NA
"8301" 0.29915906 NA
"8302" 0.29917771 NA
"8303" 0.29918984 NA
"8304" 0.29920213 "WALKING_DOWNSTAIRS"
"8305" 0.29920749 NA
"8306" 0.29926682 "WALKING_UPSTAIRS"
"8307" 0.29927163 NA
"8308" 0.29930636 NA
"8309" 0.29933889 NA
"8310" 0.29935795 NA
"8311" 0.29936078 NA
"8312" 0.29938071 NA
"8313" 0.29940666 NA
"8314" 0.29942617 "WALKING"
"8315" 0.29942652 NA
"8316" 0.29943148 NA
"8317" 0.29944918 NA
"8318" 0.29948393 NA
"8319" 0.29949154 NA
"8320" 0.29949814 NA
"8321" 0.29950521 NA
"8322" 0.2995264 NA
"8323" 0.29952686 NA
"8324" 0.29956555 NA
"8325" 0.29960665 "WALKING_UPSTAIRS"
"8326" 0.29965062 NA
"8327" 0.29966534 NA
"8328" 0.29966975 "WALKING_DOWNSTAIRS"
"8329" 0.29969761 NA
"8330" 0.29972864 NA
"8331" 0.29974482 NA
"8332" 0.29978372 NA
"8333" 0.29984874 NA
"8334" 0.29988381 NA
"8335" 0.2999149 NA
"8336" 0.29993307 NA
"8337" 0.29995717 "WALKING"
"8338" 0.29997571 "WALKING_UPSTAIRS"
"8339" 0.30001158 NA
"8340" 0.30001439 NA
"8341" 0.30005315 "WALKING"
"8342" 0.30005892 NA
"8343" 0.3000749 NA
"8344" 0.30022975 NA
"8345" 0.30026293 NA
"8346" 0.30027427 NA
"8347" 0.30029053 "SITTING"
"8348" 0.3003062 NA
"8349" 0.30033344 "LAYING"
"8350" 0.30034056 NA
"8351" 0.30035904 NA
"8352" 0.300366 NA
"8353" 0.30036988 NA
"8354" 0.30045724 NA
"8355" 0.30049123 NA
"8356" 0.30053212 NA
"8357" 0.30054695 NA
"8358" 0.30055735 NA
"8359" 0.30059188 NA
"8360" 0.30059531 NA
"8361" 0.30064878 NA
"8362" 0.30065709 NA
"8363" 0.300666 NA
"8364" 0.30074109 NA
"8365" 0.30074386 NA
"8366" 0.30079316 NA
"8367" 0.30081779 NA
"8368" 0.30084866 NA
"8369" 0.3009048 "WALKING_UPSTAIRS"
"8370" 0.30095355 NA
"8371" 0.30095383 NA
"8372" 0.30096073 NA
"8373" 0.30096323 NA
"8374" 0.30100935 NA
"8375" 0.30102972 NA
"8376" 0.30104263 NA
"8377" 0.3010784 NA
"8378" 0.30115193 NA
"8379" 0.30116156 NA
"8380" 0.30116241 "WALKING"
"8381" 0.30118103 NA
"8382" 0.30125669 NA
"8383" 0.30125824 NA
"8384" 0.30126226 "WALKING_DOWNSTAIRS"
"8385" 0.30127765 NA
"8386" 0.30127859 "SITTING"
"8387" 0.30128335 NA
"8388" 0.30129143 NA
"8389" 0.30132387 NA
"8390" 0.30133385 "WALKING_UPSTAIRS"
"8391" 0.30137859 NA
"8392" 0.30140064 "LAYING"
"8393" 0.30141532 NA
"8394" 0.30149389 NA
"8395" 0.3015675 NA
"8396" 0.30157039 NA
"8397" 0.30159242 NA
"8398" 0.30159413 "WALKING"
"8399" 0.30160727 NA
"8400" 0.3016321 NA
"8401" 0.30164847 NA
"8402" 0.30166119 "SITTING"
"8403" 0.30166927 NA
"8404" 0.30168106 NA
"8405" 0.30170926 "STANDING"
"8406" 0.30171512 "WALKING"
"8407" 0.30172046 NA
"8408" 0.30174345 "WALKING_DOWNSTAIRS"
"8409" 0.3017675 "STANDING"
"8410" 0.30184788 NA
"8411" 0.3018573 NA
"8412" 0.30185875 "STANDING"
"8413" 0.30187688 "STANDING"
"8414" 0.30192251 "WALKING_DOWNSTAIRS"
"8415" 0.30195505 NA
"8416" 0.30197138 NA
"8417" 0.30199587 NA
"8418" 0.30209894 NA
"8419" 0.30210023 NA
"8420" 0.30217697 NA
"8421" 0.30218429 NA
"8422" 0.30219488 NA
"8423" 0.30223587 NA
"8424" 0.30230297 NA
"8425" 0.30233239 "SITTING"
"8426" 0.30236888 NA
"8427" 0.30238419 NA
"8428" 0.30239133 NA
"8429" 0.30239143 NA
"8430" 0.30239387 NA
"8431" 0.30242875 NA
"8432" 0.30245896 NA
"8433" 0.30247452 "SITTING"
"8434" 0.30250118 NA
"8435" 0.30256464 NA
"8436" 0.30258314 NA
"8437" 0.30261025 NA
"8438" 0.30269794 NA
"8439" 0.30273179 NA
"8440" 0.30273505 NA
"8441" 0.30273884 NA
"8442" 0.30274825 NA
"8443" 0.30276904 NA
"8444" 0.30282609 "WALKING_DOWNSTAIRS"
"8445" 0.30283482 "WALKING_DOWNSTAIRS"
"8446" 0.30283677 NA
"8447" 0.30288831 NA
"8448" 0.30290607 NA
"8449" 0.30290722 NA
"8450" 0.30293334 NA
"8451" 0.3030652 NA
"8452" 0.30306673 NA
"8453" 0.30306719 NA
"8454" 0.30311596 NA
"8455" 0.30314527 NA
"8456" 0.30314603 NA
"8457" 0.30315766 NA
"8458" 0.30318671 NA
"8459" 0.30325235 NA
"8460" 0.30326901 NA
"8461" 0.30329198 NA
"8462" 0.30332394 NA
"8463" 0.30337735 NA
"8464" 0.30344228 "SITTING"
"8465" 0.3034463 NA
"8466" 0.30345593 NA
"8467" 0.30349015 NA
"8468" 0.30352057 NA
"8469" 0.30353079 NA
"8470" 0.30362162 "WALKING_UPSTAIRS"
"8471" 0.30363491 "WALKING"
"8472" 0.30365659 NA
"8473" 0.30368927 "WALKING"
"8474" 0.30369379 NA
"8475" 0.30375057 NA
"8476" 0.30376839 NA
"8477" 0.30383319 "WALKING"
"8478" 0.30383351 NA
"8479" 0.3038402 "WALKING_UPSTAIRS"
"8480" 0.30387694 NA
"8481" 0.30387798 NA
"8482" 0.30388542 "WALKING"
"8483" 0.30389526 NA
"8484" 0.30394848 NA
"8485" 0.30403465 NA
"8486" 0.3040414 NA
"8487" 0.30412683 NA
"8488" 0.30415309 NA
"8489" 0.30417525 NA
"8490" 0.30420262 NA
"8491" 0.30421119 NA
"8492" 0.30421877 NA
"8493" 0.30422198 NA
"8494" 0.30427627 NA
"8495" 0.30434877 NA
"8496" 0.30442197 NA
"8497" 0.30442748 NA
"8498" 0.30447714 "SITTING"
"8499" 0.30459947 NA
"8500" 0.30463789 NA
"8501" 0.30465324 NA
"8502" 0.30473464 NA
"8503" 0.30474264 NA
"8504" 0.30475234 NA
"8505" 0.30475781 NA
"8506" 0.30477552 NA
"8507" 0.30477844 NA
"8508" 0.3048461 NA
"8509" 0.30485751 NA
"8510" 0.30488738 "LAYING"
"8511" 0.30491547 NA
"8512" 0.30491847 NA
"8513" 0.30492754 NA
"8514" 0.30504799 NA
"8515" 0.30506435 "SITTING"
"8516" 0.30506714 NA
"8517" 0.30516403 "LAYING"
"8518" 0.30519779 NA
"8519" 0.30520853 NA
"8520" 0.30522513 NA
"8521" 0.30528891 NA
"8522" 0.30528974 NA
"8523" 0.3053297 NA
"8524" 0.305334 NA
"8525" 0.30535108 "STANDING"
"8526" 0.30536241 NA
"8527" 0.30543709 NA
"8528" 0.30554576 NA
"8529" 0.3055499 NA
"8530" 0.30555502 NA
"8531" 0.30557077 "STANDING"
"8532" 0.30561019 NA
"8533" 0.30563139 NA
"8534" 0.30567755 NA
"8535" 0.3056809 NA
"8536" 0.30580534 NA
"8537" 0.30582415 NA
"8538" 0.30583068 NA
"8539" 0.30583252 NA
"8540" 0.30583985 "WALKING"
"8541" 0.30584789 NA
"8542" 0.3058569 NA
"8543" 0.30600786 NA
"8544" 0.30604429 NA
"8545" 0.30604485 NA
"8546" 0.30605884 NA
"8547" 0.30606613 NA
"8548" 0.30608412 NA
"8549" 0.30609286 NA
"8550" 0.30611912 "SITTING"
"8551" 0.30612705 NA
"8552" 0.30613493 "STANDING"
"8553" 0.30614687 NA
"8554" 0.30616139 NA
"8555" 0.30620315 NA
"8556" 0.3062091 NA
"8557" 0.30626805 "LAYING"
"8558" 0.30632257 NA
"8559" 0.3063814 NA
"8560" 0.30640043 NA
"8561" 0.30643156 "WALKING_DOWNSTAIRS"
"8562" 0.3064454 NA
"8563" 0.30658851 NA
"8564" 0.30659211 NA
"8565" 0.30659781 NA
"8566" 0.30669023 "LAYING"
"8567" 0.30671114 NA
"8568" 0.30671933 NA
"8569" 0.30672257 NA
"8570" 0.3067724 "WALKING_DOWNSTAIRS"
"8571" 0.30678646 "STANDING"
"8572" 0.3067897 NA
"8573" 0.30680328 NA
"8574" 0.30683763 NA
"8575" 0.30686775 NA
"8576" 0.30689881 NA
"8577" 0.30699599 "WALKING"
"8578" 0.30700515 NA
"8579" 0.30705167 NA
"8580" 0.307067 NA
"8581" 0.30712254 NA
"8582" 0.30718754 NA
"8583" 0.30719443 NA
"8584" 0.30727092 NA
"8585" 0.30732703 NA
"8586" 0.30745447 NA
"8587" 0.30753556 NA
"8588" 0.30754853 NA
"8589" 0.30756021 NA
"8590" 0.30756239 NA
"8591" 0.30756925 "LAYING"
"8592" 0.30761408 NA
"8593" 0.3077003 NA
"8594" 0.30793563 NA
"8595" 0.30795483 NA
"8596" 0.30796616 NA
"8597" 0.30797537 NA
"8598" 0.3080432 NA
"8599" 0.30804423 NA
"8600" 0.30804575 "WALKING"
"8601" 0.3080571 NA
"8602" 0.30807036 "LAYING"
"8603" 0.30816354 "LAYING"
"8604" 0.30830537 "WALKING"
"8605" 0.30832808 NA
"8606" 0.30833231 "SITTING"
"8607" 0.30835585 "WALKING_UPSTAIRS"
"8608" 0.30840432 NA
"8609" 0.30841687 NA
"8610" 0.30844153 NA
"8611" 0.30859045 NA
"8612" 0.30861379 "SITTING"
"8613" 0.30864492 NA
"8614" 0.30865971 NA
"8615" 0.30870458 "WALKING_UPSTAIRS"
"8616" 0.30871491 NA
"8617" 0.30873086 NA
"8618" 0.3087853 NA
"8619" 0.30880812 "WALKING_UPSTAIRS"
"8620" 0.30881889 NA
"8621" 0.30882643 "SITTING"
"8622" 0.30884175 NA
"8623" 0.30884789 NA
"8624" 0.30890736 NA
"8625" 0.30896354 NA
"8626" 0.30900325 NA
"8627" 0.30900579 NA
"8628" 0.30906248 "SITTING"
"8629" 0.30909046 NA
"8630" 0.30909249 NA
"8631" 0.30915404 "SITTING"
"8632" 0.30918786 "STANDING"
"8633" 0.30929725 NA
"8634" 0.30930117 NA
"8635" 0.30938415 NA
"8636" 0.30942681 NA
"8637" 0.30945764 "LAYING"
"8638" 0.30947248 NA
"8639" 0.30950669 NA
"8640" 0.30951019 NA
"8641" 0.30952742 NA
"8642" 0.309568 NA
"8643" 0.30968525 "WALKING"
"8644" 0.30973203 NA
"8645" 0.30973777 NA
"8646" 0.30981822 NA
"8647" 0.30984748 "WALKING_DOWNSTAIRS"
"8648" 0.30987099 NA
"8649" 0.30990241 "SITTING"
"8650" 0.30992858 NA
"8651" 0.30996924 NA
"8652" 0.30997431 NA
"8653" 0.30997611 NA
"8654" 0.30999791 NA
"8655" 0.31001933 "WALKING_UPSTAIRS"
"8656" 0.31002023 NA
"8657" 0.31003248 NA
"8658" 0.31009673 NA
"8659" 0.31010011 NA
"8660" 0.31013193 "LAYING"
"8661" 0.31014852 NA
"8662" 0.3101509 NA
"8663" 0.31015462 NA
"8664" 0.31015977 "STANDING"
"8665" 0.31017977 NA
"8666" 0.31023328 "SITTING"
"8667" 0.31035963 "WALKING"
"8668" 0.31036282 NA
"8669" 0.31038644 NA
"8670" 0.3104028 NA
"8671" 0.31040494 NA
"8672" 0.31042657 NA
"8673" 0.31044252 NA
"8674" 0.31045271 NA
"8675" 0.31047315 NA
"8676" 0.3104943 NA
"8677" 0.31051847 NA
"8678" 0.31054842 NA
"8679" 0.31066827 NA
"8680" 0.31073414 NA
"8681" 0.31074181 NA
"8682" 0.31076307 "WALKING"
"8683" 0.31077169 NA
"8684" 0.3108311 NA
"8685" 0.31086726 NA
"8686" 0.31093373 NA
"8687" 0.31094278 NA
"8688" 0.31098575 NA
"8689" 0.31107792 "WALKING_UPSTAIRS"
"8690" 0.31120947 NA
"8691" 0.31129882 NA
"8692" 0.31137714 "WALKING_DOWNSTAIRS"
"8693" 0.31145575 NA
"8694" 0.31149451 "STANDING"
"8695" 0.31157053 NA
"8696" 0.31161117 NA
"8697" 0.31169175 NA
"8698" 0.31171796 NA
"8699" 0.31172362 NA
"8700" 0.31172453 NA
"8701" 0.31178044 "WALKING_UPSTAIRS"
"8702" 0.31186623 NA
"8703" 0.31189883 NA
"8704" 0.31197853 NA
"8705" 0.31201819 "STANDING"
"8706" 0.31202003 NA
"8707" 0.31203094 NA
"8708" 0.31205089 NA
"8709" 0.3120884 NA
"8710" 0.31210237 "SITTING"
"8711" 0.31213933 NA
"8712" 0.31215391 NA
"8713" 0.31220263 NA
"8714" 0.31222257 NA
"8715" 0.31227226 NA
"8716" 0.31235151 "LAYING"
"8717" 0.31243057 NA
"8718" 0.31248491 NA
"8719" 0.31253562 NA
"8720" 0.31257091 NA
"8721" 0.31260451 NA
"8722" 0.31263404 "WALKING"
"8723" 0.31267747 NA
"8724" 0.31268594 NA
"8725" 0.31275595 NA
"8726" 0.31277629 "WALKING"
"8727" 0.31281002 NA
"8728" 0.31281257 NA
"8729" 0.31286197 NA
"8730" 0.31286994 "WALKING_UPSTAIRS"
"8731" 0.31294241 NA
"8732" 0.312988 NA
"8733" 0.31309099 NA
"8734" 0.3131046 NA
"8735" 0.31312727 NA
"8736" 0.3132042 "STANDING"
"8737" 0.31321004 NA
"8738" 0.31324192 NA
"8739" 0.313266 NA
"8740" 0.31333544 NA
"8741" 0.31336262 NA
"8742" 0.31341697 "WALKING_DOWNSTAIRS"
"8743" 0.31354263 NA
"8744" 0.31358798 NA
"8745" 0.31359331 "WALKING_DOWNSTAIRS"
"8746" 0.31360929 NA
"8747" 0.31361342 NA
"8748" 0.31364281 "SITTING"
"8749" 0.31367978 NA
"8750" 0.31374035 NA
"8751" 0.31375143 NA
"8752" 0.31375633 NA
"8753" 0.31387308 NA
"8754" 0.3139389 "WALKING"
"8755" 0.31394817 NA
"8756" 0.31399783 NA
"8757" 0.31399785 NA
"8758" 0.3140512 NA
"8759" 0.31415658 NA
"8760" 0.31419125 NA
"8761" 0.31421469 "WALKING_DOWNSTAIRS"
"8762" 0.31422441 NA
"8763" 0.31426577 NA
"8764" 0.31433073 NA
"8765" 0.31433302 NA
"8766" 0.31441193 NA
"8767" 0.31445158 NA
"8768" 0.31454279 "WALKING_UPSTAIRS"
"8769" 0.31454613 NA
"8770" 0.31461853 NA
"8771" 0.31470719 NA
"8772" 0.31472899 NA
"8773" 0.31474427 NA
"8774" 0.31475167 NA
"8775" 0.31484713 NA
"8776" 0.31487487 NA
"8777" 0.31487841 NA
"8778" 0.31489462 NA
"8779" 0.3148949 NA
"8780" 0.31489917 NA
"8781" 0.31498122 NA
"8782" 0.3150395 NA
"8783" 0.31506873 NA
"8784" 0.3151256 NA
"8785" 0.31513174 NA
"8786" 0.31515411 NA
"8787" 0.31517148 "STANDING"
"8788" 0.31519768 NA
"8789" 0.31520113 NA
"8790" 0.31525192 NA
"8791" 0.31526722 NA
"8792" 0.31529948 NA
"8793" 0.31530213 NA
"8794" 0.31530699 NA
"8795" 0.31531412 NA
"8796" 0.31533971 NA
"8797" 0.31540464 NA
"8798" 0.31554245 NA
"8799" 0.31563059 NA
"8800" 0.31563388 NA
"8801" 0.31563856 NA
"8802" 0.31564506 "SITTING"
"8803" 0.31564589 NA
"8804" 0.31565206 NA
"8805" 0.31596147 NA
"8806" 0.31598215 NA
"8807" 0.31598589 NA
"8808" 0.31602689 NA
"8809" 0.31602965 NA
"8810" 0.31605285 NA
"8811" 0.31605705 NA
"8812" 0.31608142 NA
"8813" 0.31609251 NA
"8814" 0.31609283 "LAYING"
"8815" 0.31611445 NA
"8816" 0.3161372 NA
"8817" 0.31614772 NA
"8818" 0.31615359 "WALKING_UPSTAIRS"
"8819" 0.31615737 NA
"8820" 0.31620816 NA
"8821" 0.31626878 NA
"8822" 0.31634897 NA
"8823" 0.31642163 NA
"8824" 0.31645563 "WALKING_DOWNSTAIRS"
"8825" 0.31649131 NA
"8826" 0.31649338 "WALKING_UPSTAIRS"
"8827" 0.31662387 NA
"8828" 0.31663465 NA
"8829" 0.31668108 NA
"8830" 0.31668289 "STANDING"
"8831" 0.31672153 "WALKING"
"8832" 0.31682486 NA
"8833" 0.31683805 NA
"8834" 0.31699589 NA
"8835" 0.31700695 NA
"8836" 0.31719098 "LAYING"
"8837" 0.31725053 NA
"8838" 0.3172964 "SITTING"
"8839" 0.31730155 NA
"8840" 0.31730637 NA
"8841" 0.31740147 NA
"8842" 0.31746642 NA
"8843" 0.31750148 NA
"8844" 0.31751376 NA
"8845" 0.31754982 NA
"8846" 0.31756167 "SITTING"
"8847" 0.31757045 NA
"8848" 0.31758001 NA
"8849" 0.31764248 NA
"8850" 0.31764294 NA
"8851" 0.3176531 NA
"8852" 0.31765866 NA
"8853" 0.31772201 NA
"8854" 0.31777805 NA
"8855" 0.3177857 NA
"8856" 0.31784125 "LAYING"
"8857" 0.31788776 NA
"8858" 0.31795322 NA
"8859" 0.31801634 NA
"8860" 0.31802397 NA
"8861" 0.31811254 NA
"8862" 0.31812224 NA
"8863" 0.31821563 NA
"8864" 0.31825459 NA
"8865" 0.31826063 NA
"8866" 0.31827611 NA
"8867" 0.31831507 "SITTING"
"8868" 0.31843399 NA
"8869" 0.31846146 NA
"8870" 0.31852328 "STANDING"
"8871" 0.31854364 NA
"8872" 0.31855762 NA
"8873" 0.31856167 "WALKING_UPSTAIRS"
"8874" 0.31856885 NA
"8875" 0.31860472 "WALKING_DOWNSTAIRS"
"8876" 0.31865732 NA
"8877" 0.31870911 "WALKING_UPSTAIRS"
"8878" 0.31875331 NA
"8879" 0.31877287 NA
"8880" 0.31878147 NA
"8881" 0.31890338 NA
"8882" 0.31898565 NA
"8883" 0.31901919 NA
"8884" 0.31910451 "LAYING"
"8885" 0.31912325 NA
"8886" 0.31913102 NA
"8887" 0.3191471 NA
"8888" 0.31917309 NA
"8889" 0.31930656 "WALKING_UPSTAIRS"
"8890" 0.31932383 "WALKING"
"8891" 0.31934547 NA
"8892" 0.31939599 NA
"8893" 0.31939731 NA
"8894" 0.31939862 NA
"8895" 0.3194235 NA
"8896" 0.31950035 NA
"8897" 0.31950556 NA
"8898" 0.31951297 NA
"8899" 0.31951401 NA
"8900" 0.31956618 NA
"8901" 0.31957188 NA
"8902" 0.31957277 NA
"8903" 0.31975061 NA
"8904" 0.31987501 NA
"8905" 0.31993965 "STANDING"
"8906" 0.31994184 NA
"8907" 0.31997802 NA
"8908" 0.31998302 "STANDING"
"8909" 0.31999023 NA
"8910" 0.32000909 NA
"8911" 0.32002888 NA
"8912" 0.32002946 "WALKING_DOWNSTAIRS"
"8913" 0.32008469 "WALKING_UPSTAIRS"
"8914" 0.32009773 NA
"8915" 0.32011355 NA
"8916" 0.32012756 NA
"8917" 0.32013346 NA
"8918" 0.32015579 NA
"8919" 0.32016448 NA
"8920" 0.32016941 NA
"8921" 0.32020043 NA
"8922" 0.32036101 NA
"8923" 0.32037131 "STANDING"
"8924" 0.3203794 NA
"8925" 0.32038798 NA
"8926" 0.32039361 NA
"8927" 0.32039483 NA
"8928" 0.32048637 NA
"8929" 0.32050402 NA
"8930" 0.32052263 NA
"8931" 0.32056285 NA
"8932" 0.32080202 NA
"8933" 0.32082322 NA
"8934" 0.32083019 NA
"8935" 0.32085664 NA
"8936" 0.32088985 NA
"8937" 0.32093432 NA
"8938" 0.32096137 NA
"8939" 0.32108479 NA
"8940" 0.32111624 NA
"8941" 0.32113357 NA
"8942" 0.32113983 "WALKING"
"8943" 0.32117355 NA
"8944" 0.3212159 NA
"8945" 0.32127063 "WALKING_DOWNSTAIRS"
"8946" 0.32129414 NA
"8947" 0.32138425 NA
"8948" 0.32140238 "SITTING"
"8949" 0.32143808 NA
"8950" 0.32144303 NA
"8951" 0.32145206 NA
"8952" 0.32148126 NA
"8953" 0.32159233 NA
"8954" 0.32176046 NA
"8955" 0.32176113 NA
"8956" 0.32179415 "WALKING_DOWNSTAIRS"
"8957" 0.32179632 NA
"8958" 0.3218166 NA
"8959" 0.32187196 NA
"8960" 0.32191391 NA
"8961" 0.32196552 NA
"8962" 0.32199603 NA
"8963" 0.32201286 NA
"8964" 0.32206355 NA
"8965" 0.32208402 "LAYING"
"8966" 0.32210452 NA
"8967" 0.32211275 NA
"8968" 0.32211717 NA
"8969" 0.32218458 NA
"8970" 0.32219418 NA
"8971" 0.32221519 NA
"8972" 0.32222132 "WALKING_DOWNSTAIRS"
"8973" 0.32232006 NA
"8974" 0.32232811 "STANDING"
"8975" 0.32236308 "WALKING"
"8976" 0.32243582 NA
"8977" 0.3224444 NA
"8978" 0.32247912 "LAYING"
"8979" 0.32255712 NA
"8980" 0.32256348 "LAYING"
"8981" 0.32261649 NA
"8982" 0.32262237 NA
"8983" 0.3226411 NA
"8984" 0.32268446 NA
"8985" 0.32272508 NA
"8986" 0.32281357 NA
"8987" 0.32285702 NA
"8988" 0.32290073 NA
"8989" 0.32290714 NA
"8990" 0.32299685 NA
"8991" 0.32304819 NA
"8992" 0.32308388 NA
"8993" 0.32314898 NA
"8994" 0.32320849 NA
"8995" 0.32322412 NA
"8996" 0.32330075 "LAYING"
"8997" 0.32332368 "WALKING_DOWNSTAIRS"
"8998" 0.32335463 NA
"8999" 0.32336851 NA
"9000" 0.32358227 NA
"9001" 0.323685 "WALKING_UPSTAIRS"
"9002" 0.32369813 "LAYING"
"9003" 0.32372252 NA
"9004" 0.32373269 NA
"9005" 0.32377976 NA
"9006" 0.32381946 NA
"9007" 0.3238528 NA
"9008" 0.32394567 "LAYING"
"9009" 0.32395189 "LAYING"
"9010" 0.32398427 NA
"9011" 0.32403503 NA
"9012" 0.32410462 NA
"9013" 0.32414948 NA
"9014" 0.32420235 NA
"9015" 0.32421585 NA
"9016" 0.32425746 NA
"9017" 0.32439984 "STANDING"
"9018" 0.32442571 NA
"9019" 0.32444192 NA
"9020" 0.32444216 NA
"9021" 0.32453385 NA
"9022" 0.32464045 NA
"9023" 0.32474892 "LAYING"
"9024" 0.32475879 NA
"9025" 0.32477958 NA
"9026" 0.32480956 NA
"9027" 0.32481778 NA
"9028" 0.32483554 NA
"9029" 0.32496752 "SITTING"
"9030" 0.32498849 "SITTING"
"9031" 0.32502895 NA
"9032" 0.32505052 "WALKING_UPSTAIRS"
"9033" 0.32508562 NA
"9034" 0.32515866 NA
"9035" 0.32524092 "STANDING"
"9036" 0.32533783 NA
"9037" 0.32537872 NA
"9038" 0.32546189 "STANDING"
"9039" 0.32549698 NA
"9040" 0.32551283 "WALKING"
"9041" 0.32555385 NA
"9042" 0.32555586 "WALKING_UPSTAIRS"
"9043" 0.32556321 NA
"9044" 0.32563204 NA
"9045" 0.3256536 "WALKING_DOWNSTAIRS"
"9046" 0.32572658 NA
"9047" 0.32575358 NA
"9048" 0.32577865 NA
"9049" 0.32580618 NA
"9050" 0.32587361 NA
"9051" 0.32588645 "WALKING"
"9052" 0.32589404 NA
"9053" 0.32596584 NA
"9054" 0.3259736 "WALKING_DOWNSTAIRS"
"9055" 0.32599307 "WALKING"
"9056" 0.32600588 NA
"9057" 0.32605469 NA
"9058" 0.32610819 "LAYING"
"9059" 0.32614515 "WALKING_DOWNSTAIRS"
"9060" 0.32620676 NA
"9061" 0.32622299 NA
"9062" 0.32624294 NA
"9063" 0.3262592 NA
"9064" 0.32633623 NA
"9065" 0.32634097 NA
"9066" 0.32648048 NA
"9067" 0.32652789 NA
"9068" 0.32654399 NA
"9069" 0.32660894 "STANDING"
"9070" 0.32661005 "SITTING"
"9071" 0.32664675 NA
"9072" 0.32668024 NA
"9073" 0.3267067 NA
"9074" 0.32675556 NA
"9075" 0.32689322 NA
"9076" 0.32701522 NA
"9077" 0.32719463 NA
"9078" 0.32726312 NA
"9079" 0.32730538 NA
"9080" 0.32731657 "WALKING"
"9081" 0.32735235 NA
"9082" 0.32741452 NA
"9083" 0.32746543 "WALKING"
"9084" 0.32749528 NA
"9085" 0.32754436 NA
"9086" 0.3275746 NA
"9087" 0.32759217 NA
"9088" 0.3276879 NA
"9089" 0.32770085 NA
"9090" 0.32773332 "WALKING_UPSTAIRS"
"9091" 0.32773782 "STANDING"
"9092" 0.3277496 NA
"9093" 0.32779551 "SITTING"
"9094" 0.32782649 "LAYING"
"9095" 0.32786904 "STANDING"
"9096" 0.3279454 NA
"9097" 0.32797104 NA
"9098" 0.32803082 NA
"9099" 0.32805345 "WALKING_DOWNSTAIRS"
"9100" 0.32807861 NA
"9101" 0.32810464 NA
"9102" 0.32825782 NA
"9103" 0.32833736 NA
"9104" 0.3283395 NA
"9105" 0.32834862 NA
"9106" 0.32838864 "STANDING"
"9107" 0.32839403 "STANDING"
"9108" 0.32851641 NA
"9109" 0.32855831 NA
"9110" 0.3285838 NA
"9111" 0.32858963 "WALKING"
"9112" 0.32859316 "LAYING"
"9113" 0.32860731 "SITTING"
"9114" 0.32860871 NA
"9115" 0.32866996 NA
"9116" 0.32870164 NA
"9117" 0.32874279 NA
"9118" 0.32876118 NA
"9119" 0.32879613 NA
"9120" 0.32880554 NA
"9121" 0.32887107 NA
"9122" 0.32889766 NA
"9123" 0.32894946 "LAYING"
"9124" 0.32896254 NA
"9125" 0.32897631 NA
"9126" 0.32900663 NA
"9127" 0.3290439 NA
"9128" 0.32915435 "WALKING_UPSTAIRS"
"9129" 0.32925133 NA
"9130" 0.32928881 NA
"9131" 0.32934162 NA
"9132" 0.32939931 NA
"9133" 0.32946109 NA
"9134" 0.32955346 "WALKING"
"9135" 0.32955877 "WALKING_UPSTAIRS"
"9136" 0.32958399 "WALKING_UPSTAIRS"
"9137" 0.32962567 "STANDING"
"9138" 0.32963454 NA
"9139" 0.32974021 NA
